photoUrl;name;details;vendor;description;price;id;available;itemUrl;thumbnailUrl
https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-1.jpg;Пол наливной Weber-Vetonit fast level 20 кг;Вес,20 кг,Упаковка,Мешок,Производитель,Weber-Vetonit,Страна,Россия,Цвет,Серый,Основа,Цементные,Вид работ,Для внутренних работ,Тип (основная характеристика),Наливные полы,Область применения,Внутренняя отделка помещений, Жилые помещения, Нежилые помещения, Офисы, Помещения с повышенной влажностью,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,3-60 мм,Жизнеспособность раствора,30 мин.,Температура работ,от +10 до +25 град. С,Расход воды на 1 кг сухой смеси,0,25-0,27 л/кг;ВЕБЕР-ВЕТОНИТ / WEBER-VETONIT;"<p>Быстротвердеющий наливной пол Weber-Vetonit fast level совмещает в одном продукте возможность использования его как для первоначального выравнивания слоем до 60 мм, так и в роли тонкого финишного ровнителя от 2 мм, обладает отличной растекаемостью и уникальными эксплуатационными характеристиками.</p>
<p>Работать с продуктом легко и удобно, при использовании не требуется специальных навыков. Скорость твердения наливного пола настолько велика, что позволяет проводить укладку финишного покрытия уже через 1 сутки - трое в зависимости от толщины слоя. Цементная основа гарантирует долговечность покрытия и обеспечивает надежную защиту от контакта с водой до 24 часов.</p>
<p><strong>Преимущества наливного пола Weber-Vetonit fast level:</strong></p>
<ul>
    <li>Быстротвердеющий</li>
    <li>Возможность укладки покрытия от 1 суток позволяет закончить ремонт в кратчайшие сроки</li>
    <li>Широкий диапазон толщин нанесения (3-60 мм) позволяет выполнить все работы одним материалом</li>
    <li>Для слабых оснований</li>
    <li>Для системы &quot;Теплый пол&quot;</li>
    <li>Пешая нагрузка на пол через 3-4 часа гарантирует выполнение работ без простоев</li>
    <li>Свойство самовыравнивания обеспечивает удобство в работе, помогая создать качественную поверхность в уровень горизонта под любые напольные покрытия</li>
</ul>";477.00,RUB;1-2-5-1-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152824;https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-1_thumb_875784e84d9e0bb.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-2-2.jpg;Ровнитель для пола Волма грубый базовый 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Volma,Страна,Россия,Основа,Цементные,Вид работ,Для внутренних работ,Тип (основная характеристика),Ровнители для пола,Область применения,Для первоначального выравнивания бетонных и цементно-песчаных оснований пола, для устройства ровного и прочного основания, для ремонта пола, для придания основанию требуемого уклона,Морозостойкость,50 циклов,Расход,18-20 кг/м2 при толщине слоя 10 мм,Рекомендуемая толщина слоя,10-80 мм,Прочность на сжатие,20 МПа,Жизнеспособность раствора,120 мин.,Температура работ,от +5 до +30 град. С,Расход воды на 1 кг сухой смеси,0,13-0,15 л/кг,Прочность сцепления с основанием,0,3 МПа,Морозостойкость,Да,Способ нанесения,Ручное;ВОЛМА / VOLMA;"<p><strong>&laquo;ВОЛМА-Ровнитель грубый&raquo;</strong> - сухая многокомпонентная смесь, изготовлена на основе высококачественного цемента, извести с фракционированными натуральными наполнителями, модифицированная полимерными и химическими добавками, усиленная волокном.</p>
<p>Обладает низкой усадкой, высокой прочностью и адгезией с основанием. Пластичная, морозостойкая, легко наносится и разравнивается, шлифуется. Раствор быстро схватывается и набирает прочность, что позволяет ускорить рабочий процесс. &laquo;ВОЛМА-Ровнитель грубый&raquo; - предназначен для первоначального выравнивания бетонных и цементно-песчаных оснований пола, для устройства ровного и прочного основания толщиной от 10 до 80 мм (максимально 100 мм), для ремонта пола (заполнение глубоких трещин и выбоин), а также для придания основанию требуемого уклона.</p>
<p>Применяется внутри и снаружи помещений. Способ нанесения - ручной.  При необходимости для последующего тонкослойного выравнивания пола можно использовать наливные полы <strong>&laquo;ВОЛМА-Нивелир-ТОП&raquo;</strong> и &laquo;ВОЛМА-Нивелир-Экспресс&raquo;.</p>";250.00,RUB;1-2-2-2-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152823;https://stroysmatom.ru/upload/pl_plugin_2/1-2-2-2_thumb_8757cf06821617b.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-2-1.jpg;Пол наливной Волма Нивелир Экспресс 20 кг ;;ВОЛМА / VOLMA;"<h2>Пол наливной Волма Нивелир Экспресс - прочный быстротвердеющий материал</h2>
<p>Наливной пол ВОЛМА Нивелир Экспресс представляет собой сухую смесь на основе вяжущего материала, фракционированного кварцевого песка и модифицирующих добавок, которые придают раствору высокую подвижность.</p>
<p><strong>Назначение</strong></p>
<p>Гипсовые наливные полы Волма Нивелир Экспресс предназначены для выравнивания основания пола под такие декоративные покрытия, как ковровый настил, линолеум, паркет и плитку. Наливной пол можно использовать в жилых помещениях и общественных местах. Он является качественным и доступным по цене средством для устройства полов.</p>
<p><strong>Преимущества:</strong> быстротвердеющий материал; самовыравнивание; высокая прочность; безусадочный.</p>";270.00,RUB;1-2-2-1-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152822;https://stroysmatom.ru/upload/pl_plugin_2/1-2-2-1_thumb_875784e7e75cfe1.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-6.jpg;Ровнитель для пола Юнис Горизонт Толстый 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Unis,Страна,Россия,Основа,Цементные,Вид работ,Для наружных и внутренних работ,Тип (основная характеристика),Ровнители для пола,Область применения,Для первоначального выравнивания бетонных и цементно-песчаных оснований пола, для устройства ровного и прочного основания, для ремонта пола, для придания основанию требуемого уклона,Морозостойкость,35 циклов,Расход,20 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,10-120 мм,Прочность на сжатие,20 МПа,Жизнеспособность раствора,120 мин.,Температура работ,от +5 до +30 град. С,Температура эксплуатации,от -30 до +80 град. С,Расход воды на мешок,3,25-4 л.,Морозостойкость,Да,Время твердения,12 ч.;ЮНИС / UNIS;"<h3>Ровнитель для пола Юнис Горизонт Толстый</h3>
<p>Ровнители для пола &ndash; это сухие смеси, которые применяются с различными целями для изготоления и выравнивания полов. Наливной пол Unis Горизонт - цементная стяжка для выравнивания и устройства прочного основания пола. Наливной пол Юнис Горизонт применяется для придания основанию уклона. Используется для внутренних и наружных работ. В результате работы получается пол с заданным углом укладки. Прочность основания должна быть выше прочности стяжки. Основание тщательно очистить от грязи и пыли перед работой с наливным полом под плитку Unis Горизонт. Поверхность стяжки Unis Горизонт необходимо защищать от интенсивного высыхания. Основаниянеобходимо обработать грунтовкой в один-два слоя. Готовую стяжку Unis Горизонт не рекомендуется использовать без напольного покрытия.</p>
<p>Для подготовки прочных, ровных оснований (стяжек) для последующей укладки декоративных напольных покрытий, нанесения тонкослойных наливных ровнителей.</p>
<p>Применяется для внутренних и наружных работ, в сухих и влажных помещениях, в системе &laquo;Теплый пол&raquo;.</p>
<ul>
    <li>Марочная прочность М200</li>
    <li>Легко наносится, разравнивается и шлифуется</li>
    <li>Безусадочная</li>
    <li>Трещиностойкая</li>
</ul>
<p><strong>Свойства</strong></p>
<ul>
    <li>высокая прочность застывшего раствора, трещиностойкость и безусадочность материала, водо- и морозостойкость обеспечивают долговременное сохранение качества получаемой поверхности при проведении наружных работ, внутри сухих и влажных помещений</li>
    <li>широкий температурный диапазон эксплуатации (от -30&deg;С до +80&deg;С) позволяет использовать стяжку &laquo;Горизонт&raquo; в системе &laquo;Теплый пол&raquo;</li>
    <li>раствор стяжки &laquo;Горизонт&raquo; очень пластичен, легко наносится, разравнивается и шлифуется, не требует увлажнения в процессе высыхания, что значительно облегчает процесс работы с материалом</li>
    <li>цементная стяжка &laquo;Горизонт&raquo; является экологически безвредным материалом, т.к. не выделяет вредных для здоровья человека и окружающей среды веществ при производстве работ и в процессе эксплуатации.</li>
</ul>
<p><strong>Рекомендуемые основания</strong></p>
<p>Ровнитель для пола Юнис Горизонт Толстый применяется по бетонным, цементо-песчаным основаниям. Возраст бетонных и цементо-песчаных оснований должен быть не менее 28 суток.</p>";290.00,RUB;1-2-3-6-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152821;https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-6_thumb_875ac0c2e666927.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-3.jpg;Стяжка пола Юнис Горизонт 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Unis,Страна,Россия,Основа,Цементные,Вид работ,Для наружных и внутренних работ,Тип (основная характеристика),Стяжки пола,Морозостойкость,35 циклов,Расход,20 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,10-50 мм,Жизнеспособность раствора,120 мин.,Расход воды на 1 кг сухой смеси,0,13-0,16 л/кг,Морозостойкость,Да,Время твердения,6 ч.;ЮНИС / UNIS;"<p>Ровнители для пола - это сухие смеси, которые применяются с различными целями для изготовления и выравнивания полов. Наливной пол Unis Горизонт - цементная стяжка для выравнивания и устройства прочного основания пола. Стяжка пола Юнис Горизонт 25 кг применяется для придания основанию уклона. Используется для внутренних и наружных работ. В результате работы получается пол с заданным углом укладки. Прочность основания должна быть выше прочности стяжки. Основание тщательно очистить от грязи и пыли перед работой с наливным полом под плитку Unis Горизонт. Поверхность стяжки Unis Горизонт необходимо защищать от интенсивного высыхания. Основания необходимо обработать грунтовкой в один-два слоя. Готовую стяжку Unis Горизонт не рекомендуется использовать без напольного покрытия.</p>
<p>Для подготовки прочных, ровных оснований (стяжек) для последующей укладки декоративных напольных покрытий, нанесения тонкослойных наливных ровнителей.</p>
<p>Применяется для внутренних и наружных работ, в сухих и влажных помещениях, в системе &laquo;Теплый пол&raquo;.</p>
<p><strong>Свойства</strong></p>
<p>высокая прочность застывшего раствора, трещиностойкость и безусадочность материала, водо- и морозостойкость обеспечивают долговременное сохранение качества получаемой поверхности при проведении наружных работ, внутри сухих и влажных помещений</p>
<p>широкий температурный диапазон эксплуатации (от -30&deg;С до +80&deg;С) позволяет использовать стяжку &laquo;Горизонт&raquo; в системе &laquo;Теплый пол&raquo;</p>
<p>раствор стяжки &laquo;Горизонт&raquo; очень пластичен, легко наносится, разравнивается и шлифуется, не требует увлажнения в процессе высыхания, что значительно облегчает процесс работы с материалом</p>
<p>цементная стяжка &laquo;Горизонт&raquo; является экологически безвредным материалом, т.к. не выделяет вредных для здоровья человека и окружающей среды веществ при производстве работ и в процессе эксплуатации.</p>
<p><strong>Выполнение работ</strong></p>
<p>При проведении работ, а также в течение срока высыхания раствора следует соблюдать температуру воздуха в помещении в пределах от +5 до +30&deg;С и уровень влажности воздуха не более 75%.</p>";330.00,RUB;1-2-3-3-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152819;https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-3_thumb_875784e87d0bb07.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-2_59c5374eccc13.jpg;Пол наливной Юнис Горизонт универсальный 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Unis,Страна,Россия,Основа,Цементные,Зернистость,1 мм,Вид работ,Для внутренних работ,Тип (основная характеристика),Наливные полы,Расход,15-17 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,5-100 мм,Жизнеспособность раствора,30 мин.,Расход воды на 1 кг сухой смеси,0,17-0,22 л/кг,Время твердения,3 ч.;ЮНИС / UNIS;"<p><strong>Наливной пол Unis Горизонт Универсальный</strong> используют для финишного тонкослойного выравнивания стяжек. Применяется внутри сухих и влажных отапливаемых помещений, в системе &quot;Теплый пол&quot;. Наливной пол Юнис Горизонт Универсальный выравнивает поверхности с перепадами от 5 до 100 мм. Быстро твердеет, уже через 5 часов.Unis Горизонт Универсальный можно использовать для обустройства стяжки и финишного выравнивания поверхности за одно нанесение.</p>
<p>Юнис Горизонт легко наносится и разравнивается. Сухая смесь Unis Горизонт Универсальный образуют после высыхания идеально гладкую и ровную поверхность, не требуют дополнительной шлифовки.</p>
<p>Наливной пол под плитку Unis Горизонт Универсальный обладает такими свойствами, как трещиностойкость , безусадочность и водостойкость.</p>
<p>В процессе высыхания и набора прочности нанесенный раствор не требует дополнительного увлажнения.</p>
<p>Раствор Unis Горизонт Универсальный наносится как ручным, так и машинным способом.</p>
<p>Ровнитель для полов Unis Горизонт Универсальный экологически чистый материал.</p>
<p>В качестве декоративной отделки поверхность высохшего состава может быть обработана лако-красочными материалами.</p>
<p>Применяется по недеформирующимся основаниям.</p>
<p>Применяется внутри сухих и влажных отапливаемых помещений, в системе &laquo;Теплый пол&raquo;. Используется в системе &quot;плавающих&quot; полов.</p>
<ul>
    <li>Обладает свойством самовыравнивания</li>
    <li>Сокращает сроки ремонта (хождение по полу через 6 часов)</li>
    <li>Легкий и удобный в работе&nbsp;</li>
    <li>Гарантированное качество в системе &laquo;Теплый пол&raquo;</li>
</ul>";290.00,RUB;1-2-3-2-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152818;https://stroysmatom.ru/upload/pl_plugin_2/1-2-3-2_59c5374eccc13_thumb_8759c5375175f4f.jpg
https://stroysmatom.ru/upload/tovari_osn/1-2-1-2_5e050d1c88e45.jpg;Стяжка пола Кнауф Ubo 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Knauf,Страна,Россия,Основа,Цементные,Вид работ,Для внутренних работ,Тип (основная характеристика),Стяжки пола,Расход,7-7,5 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,3-30 мм;КНАУФ / KNAUF;"<p><strong>Наливной пол Кнауф Убо</strong> изготовлен на основе цемента и пенополистирольных гранул в качестве заполнителя и представляет собой сухую смесь.</p>
<p>Наливной пол Knauf-Ubo&nbsp;применяется при выравнивании поверхности несущего перекрытия пола.</p>
<p>Наливной пол Кнауф Убо может применяться также и при наличии большого количества проложенных кабелей, труб и других инженерных и сантехнических коммуникаций.</p>
<p>Обладает тепло- и звукоизоляционными свойствами, при слое до 30 см Knauf-Ubo стяжка цементная легкая не дает усадки.</p>
<p>Купите стяжку для пола Кнауф и Вы останетесь довольны!</p>";480.00,RUB;1-2-1-2-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152817;https://stroysmatom.ru/upload/tovari_dopf/1-2-1-2_5e050d1c88e45_thumb_875e050d1c8ed71.jpg
https://stroysmatom.ru/upload/tovari_osn/1-2-23-3_5ef48b7aee2bd.jpg;Пол наливной Старатели тонкий 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Старатели,Страна,Россия,Цвет,Светло-серый,Основа,Минеральные,Вид работ,Для внутренних работ,Тип (основная характеристика),Наливные полы,Область применения,Внутренняя отделка помещений, Помещения с повышенной влажностью,Расход,14-15 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,1-20 мм,Прочность на сжатие,15 МПа,Жизнеспособность раствора,40 мин.,Температура работ,от +5 до +30 град. С,Расход воды на 1 кг сухой смеси,0,32-0,36 л/кг,Прочность сцепления с основанием,0,6 МПа,Время твердения,240-360 мин.;СТАРАТЕЛИ / STARATELI;"<h3>Пол наливной Старатели тонкий 25 кг (стяжка для пола Старатели)</h3>
<p>Купить наливной пол &laquo;Тонкий&raquo;</p>
<p><strong>Область применения</strong></p>
<p>Наливной пол &laquo;Тонкий&raquo; применяется для высококачественного выравнивания бетонных перекрытий, имеющих неровности (перепады, уклоны) от 1 мм до 20 мм при строительстве и ремонте зданий общественного и жилого назначения с нормальной и повышенной влажностью.</p>
<p><strong>Свойства</strong></p>
<p>Затвердевший раствор обладает высокой трещиностойкостью, безусадочностью и прочностью. Допускает хождение по залитому полу через 4-6 часов. Значительно сокращает время проведения ремонтных работ. Состав Комплексное минеральное связующее, наполнители и полимерные добавки крупнейших мировых производителей.</p>
<p><strong>Рекомендации по использованию наливного пола Старатели тонкий</strong></p>
<p>Полученную поверхность следует защищать от воздействия прямых солнечных лучей, сквозняков и перепадов температур. Время твердения зависит от толщины слоя, температурно- влажностных условий в помещении. Возможно хождение по поверхности через 4-6 часов. Керамическую плитку и плитку из природного камня можно укладывать по истечении 7 суток, рулонные покрытия и паркет &ndash; укладывать после полного высыхания пола (влажность основания не более 8%.) 1см наливного пола высыхает при температуре воздуха не менее 20С&deg; и влажности не более 60% через 3 суток</p>
<p>Использование для приготовления раствора неправильного количества воды приводит к снижению прочностных параметров и отделению компонентов. Во время выполнения работ необходимо контролировать консистенцию раствора. Очистка инструмента Чистой водой, непосредственно после окончания работы</p>";274.00,RUB;1-2-23-3-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152254;https://stroysmatom.ru/upload/tovari_dopf/1-2-23-3_5ef48b7aee2bd_thumb_875ef48b7b002ed.jpg
https://stroysmatom.ru/upload/tovari_osn/1-2-23-2_5eece091f1769.jpg;Пол наливной Старатели толстый 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Старатели,Страна,Россия,Цвет,Серый,Основа,Цементные,Вид работ,Для наружных и внутренних работ,Тип (основная характеристика),Наливные полы,Морозостойкость,35 циклов,Расход,16-18 кг/м2 при толщине слоя 10 мм,Срок годности,12 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,30-100 мм,Прочность на сжатие,20 МПа,Жизнеспособность раствора,40 мин.,Температура работ,от +5 до +30 град. С,Расход воды на 1 кг сухой смеси,0,2-0,24 л/кг,Прочность сцепления с основанием,1 МПа,Морозостойкость,Да,Время твердения,2 суток;СТАРАТЕЛИ / STARATELI;"<p>Наливной пол &laquo;Толстый&raquo;</p>
<p><strong>Область применения</strong></p>
<p>Наливной пол &laquo;Толстый&raquo; применяется для получения оснований и выравнивания бетонных перекрытий имеющих неровности (перепады, уклоны) от 30 мм до 100 мм при строительстве, и ремонте зданий общественного и жилого назначения с любой влажностью. Для подготовки оснований под покрытия типа: линолеум, керамогранит, керамическая и пластиковая плитка, паркет. Рекомендуется при устройстве системы &laquo;Теплый пол&raquo;.</p>
<p><strong>Свойства</strong></p>
<p>Затвердевший раствор обладает высокой трещиностойкостью, безусадочностью и прочностью. Допускает хождение по залитому полу через 48 часов</p>
<p><strong>Состав</strong></p>
<p>Цемент, фракционированные наполнители и полимерные добавки крупнейших мировых производителей.</p>
<p><strong>Рекомендации</strong></p>
<p>Полученную поверхность следует защищать от воздействия прямых солнечных лучей сквозняков и перепадов температур. Время твердения зависит от толщины слоя, температурно-влажностных условий в помещении. Возможно хождение по поверхности через 48 часов. Керамическую плитку и плитку из природного камня можно укладывать по истечении 7 суток, рулонные покрытия и паркет &ndash; укладывать после полного высыхания пола (влажность основания не более 8%.) 1см наливного пола высыхает при температуре воздуха не менее 20С&deg; и влажности не более 60% через 3 суток.</p>
<p>Использование для приготовления раствора неправильного количества воды приводит к снижению прочностных параметров и отделению компонентов. Во время выполнения работ необходимо контролировать консистенцию раствора. Очистка инструмента Чистой водой, непосредственно после окончания работы</p>";270.00,RUB;1-2-23-2-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152237;https://stroysmatom.ru/upload/tovari_dopf/1-2-23-2_5eece091f1769_thumb_875eece092059bf.jpg
https://stroysmatom.ru/upload/tovari_osn/1-2-23-1_5eece07f0a5a6.jpg;Пол наливной Старатели быстротвердеющий 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Старатели,Страна,Россия,Цвет,Светло-серый,Основа,Минеральные,Вид работ,Для внутренних работ,Тип (основная характеристика),Наливные полы,Область применения,Внутренняя отделка помещений, Система теплый пол,Расход,13,5-14,5 кг/м2 при толщине слоя 10 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,5-80 мм,Жизнеспособность раствора,40 мин.,Температура работ,от +5 до +30 град. С,Расход воды на 1 кг сухой смеси,0,32-0,36 л/кг,Прочность сцепления с основанием,0,6 МПа,Время твердения,240 мин.;СТАРАТЕЛИ / STARATELI;"<p>Наливной пол Старатели&laquo;Быстротвердеющий&raquo; 25 кг</p>
<p><strong>Область применения</strong></p>
<p>Старатели - наливной пол &laquo;Быстротвердеющий 25 кг&raquo; применяется для высококачественного выравнивания бетонных перекрытий, имеющих неровности (перепады, уклоны) от 5 мм до 100 мм под последующее покрытие. Используется в помещениях с нормальной влажностью при строительстве или ремонте зданий общественного и жилого назначения. Рекомендуется при устройстве системы &laquo;Теплый пол&raquo;.</p>
<p><strong>Свойства</strong></p>
<p>Затвердевший раствор обладает высокой трещиностойкостью, безусадочностью и прочностью. Допускается хождение по залитому полу через 4 часа. Значительно сокращает время проведения ремонтных работ.</p>
<p><strong>Состав</strong></p>
<p>Комплексное минеральное связующее, песок, наполнители и высококачественные полимерные добавки.</p>
<p><strong>Рекомендации</strong></p>
<p>Полученную поверхность следует защищать от воздействия прямых солнечных лучей, сквозняков и перепадов температур. Время высыхания зависит от толщины слоя, температурно-влажностных условий в помещении. Возможно хождение по поверхности через 4 часа. Керамическую плитку и плитку из природного камня можно укладывать по истечении 7 суток, рулонные покрытия и паркет &ndash; укладывать после полного высыхания пола (влажность основания не более 8%.) 1см наливного пола высыхает при температуре воздуха не менее 20С&deg; и влажности не более 60% через 3 суток.</p>
<p>Использование для приготовления раствора быстротвердеющего наливного пола Старатели неправильного количества воды приводит к снижению прочностных параметров и отделению компонентов. Во время выполнения работ необходимо контролировать консистенцию раствора.</p>";270.00,RUB;1-2-23-1-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152236;https://stroysmatom.ru/upload/tovari_dopf/1-2-23-1_5eece07f0a5a6_thumb_875eece07f1094d.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-6.jpg;Ровнитель для пола Weber-Vetonit 5000 25 кг;Вес,25 кг,Упаковка,Мешок,Производитель,Weber-Vetonit,Страна,Россия,Цвет,Серый,Основа,Цементные,Зернистость,1,2 мм,Вид работ,Для внутренних работ,Тип (основная характеристика),Ровнители для пола,Расход,1,8 кг/м2 при толщине слоя 1 мм,Рекомендуемая толщина слоя,5-50 мм ,Жизнеспособность раствора,30 мин.;ВЕБЕР-ВЕТОНИТ / WEBER-VETONIT;"<p><strong>Ровнитель для пола weber.vetonit 5000</strong> быстротвердеющая строительная смесь на цементной основе для выравнивания и создания полов в жилых домах, офисах и общественных зданиях. Наливной пол Vetonit наносится вручную. Слой 5-50 мм.</p>
<p><strong>Область применения:</strong></p>
<ul>
    <li>выравнивание и создание полов при ремонтах и новом строительстве под различные виды напольных покрытий;</li>
    <li>заделка неровностей пола;</li>
    <li>ремонт полов и устройство наклонных полов, в том числе и в мокрых помещениях;</li>
    <li>использование в системах &laquo;теплый пол&raquo;.</li>
</ul>
<p>Внимание! По необходимости возможно дополнительное выравнивание смесью WEBER.VETONIT 3000 (Vetonit 4000). Выровненную поверхность не рекомендуется красить и оставлять без напольного покрытия.</p>
<p><strong>Преимущества сухой смеси Vetonit:</strong></p>
<ul>
    <li>простота использования;</li>
    <li>быстрое схватывание и высыхание;</li>
    <li>короткие сроки работ с возможностью укладки напольного покрытия через 24 часа при толщине слоя 10 мм;</li>
    <li>возможность заделки неровностей до 80 мм;</li>
    <li>высокая прочность слоя на сжатие более 20 МПа, выдерживает нагрузки от офисных стульев на колесиках.</li>
</ul>";585.00,RUB;1-2-5-6-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152235;https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-6_thumb_87578555a27aec9.jpg
https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-5.jpg;Пол наливной Weber-Vetonit 3000 20 кг;Вес,20 кг,Упаковка,Мешок,Производитель,Weber-Vetonit,Страна,Россия,Цвет,Серый,Основа,Цементные,Вид работ,Для внутренних работ,Тип (основная характеристика),Наливные полы,Область применения,Напольные покрытия,Расход,1,5 кг/м2 при толщине слоя 1 мм,Срок годности,6 мес. в неповрежденной упаковке,Рекомендуемая толщина слоя,0-5 мм,Жизнеспособность раствора,30 мин.,Температура работ,от +10 до +25 град. С,Расход воды на 1 кг сухой смеси,0,26-0,28 л/кг;ВЕБЕР-ВЕТОНИТ / WEBER-VETONIT;"<p><strong>Суперфинишный наливной пол Weber-Vetonit 3000.</strong></p>
<p><strong>Назначение:</strong></p>
<ul>
    <li>Суперфинишное выравнивание пола слоем 0-5 мм;</li>
    <li>Идеально под паркет, ламинат, линолеум;</li>
    <li>Для офисных, общественных, жилых помещений;</li>
    <li>Для сухих и влажных помещений;</li>
    <li>Для системы &ldquo;Теплый Пол&rdquo; (в качестве финишного слоя по стяжке с системой&ldquo;Теплый Пол&rdquo;.);</li>
    <li>Для бетонных, цементно-песчаных оснований;</li>
    <li>Для внутренних работ;</li>
    <li>Ручное нанесение.</li>
</ul>
<p><strong>Преимущества:</strong></p>
<ul>
    <li>Зеркально гладкий и ровный пол;</li>
    <li>Супертонкий &ndash; можно наносить &ldquo;на сдир&rdquo;;</li>
    <li>Экономичный &ndash; 20 кг на 13 м2 при слое 1 мм;</li>
    <li>Выдерживает износ от мебели на колесиках;</li>
    <li>Отлично нивелируется в максимальном слое.</li>
</ul>";585.00,RUB;1-2-5-5-0-1-63;Товар есть в наличии;https://stroy-opt.com/catalog/p.php?pl4_cid=17967&pl4_id=152234;https://stroysmatom.ru/upload/pl_plugin_2/1-2-5-5_thumb_87578558f33d519.jpg
